Text,clean_text,topic_label,topic
i need funds to upgrade my computer and buy software for freelance work,upgrade computer buy software freelance work,Business & Income-Generating,0
i need financial support to open a daycare center in my neighborhood,support open daycare center neighborhood,Household & Family Needs,2
i need a loan to develop and launch my mobile app startup,develop launch mobile app startup,Business & Income-Generating,0
i need money to start a homebased catering business,start homebased catering business,Business & Income-Generating,0
i need funds to enroll in a professional certification program,enroll professional certification program,Essential & Personal Expenses,1
i want to buy a car for my rideshare business on uber,want buy car rideshare business uber,Business & Income-Generating,0
i need money to launch my own tech startup focused on ai solutions,launch tech startup focused ai solution,Business & Income-Generating,0
i need money to open a small bookstore and caf,open small bookstore caf,Business & Income-Generating,0
i need money to purchase updated equipment for my photography business,purchase updated equipment photography business,Business & Income-Generating,0
i need money to start a homebased catering business,start homebased catering business,Business & Income-Generating,0
i need financial support to open a daycare center in my neighborhood,support open daycare center neighborhood,Household & Family Needs,2
i want to expand my small online clothing store,want expand small online clothing store,Business & Income-Generating,0
i need money to invest in stock trading and portfolio building,invest stock trading portfolio building,Investments & Portfolios,3
i want to purchase land to start an organic farming venture,want purchase land start organic farming venture,Business & Income-Generating,0
